SentId	Sentences	Class
197101	"There is no indication for the addition of chemotherapy to ADT in men with hormone sensitive metastatic prostate cancer, even though docetaxel can prolong overall survival in men with castrate resistant disease."	0
197102	"In a phase III trial, 385 men with metastatic prostate cancer were randomly assigned to ADT (either a GnRH agonist or orchiectomy) plus docetaxel (75 mg/m2 every three weeks for up to nine cycles) or to ADT alone."	0
197103	"At a median follow-up of 50 months, there was no statistically significant increase in overall survival with the combination compared with ADT alone (median 59 versus 54 months, hazard ratio 1.01, 95% CI 0.75-1.36)."	0
197104	"There was a statistically significant increase in biochemical progression free survival, but this was accompanied by a significant increase in the incidence of serious adverse events, particularly neutropenia and febrile neutropenia."	0
197105	"However, this trial was not statistically powered to detect small differences in overall survival."	0
197106	Data from other phase III trials addressing this issue may provide additional insight.	0
197107	Many of the side effects of ADT are due to castrate levels of serum testosterone.	0
197108	"When treatment is withdrawn, serum testosterone levels gradually return toward normal;"	0
197109	discontinuation of long-acting GnRH agonists may be associated with a very slow testosterone recovery.	0
197110	Intermittent ADT has been proposed as a way to minimize the side effects of medical castration by withholding active therapy once patients have responded to treatment.	0
197111	ADT can then be reinstituted when there is evidence of progression.	0
197112	"The time when men are off therapy may be associated with decreased side effects, thereby improving quality of life."	0
197113	"Metastatic disease - Despite the theoretical advantages of this approach, intermittent ADT is not indicated in patients with metastatic prostate cancer unless survival is considered secondary to quality of life."	1
197114	A phase III intergroup trial found that intermittent ADT could not be considered noninferior compared with continuous ADT in terms of overall survival.	0
197115	Rising or elevated PSA only - Intermittent ADT may be appropriate for a subset of men whose only manifestation of disseminated prostate cancer is an elevated or rising serum PSA.	0
197116	A preliminary report of large randomized trial suggested that intermittent ADT was noninferior in terms of overall survival but additional data are required to assess the long-term value of this approach.	0
197117	"In this setting, intermittent ADT should be limited to well-informed patients who understand the potential risks and benefits of this approach."	1
197118	ADT is associated with a wide range of side effects that can significantly impair quality of life.	0
197119	"Important and/or frequent side effects include: Loss of lean body mass, increased body fat, and decreased muscle strength."	0
197120	Sexual dysfunction - Loss of libido in men receiving GnRH agonists usually develops within the first several months and is followed by erectile dysfunction.	0
197121	"Loss of bone mineral density, which can result in bone fracture due to osteoporosis."	0
197122	This effect may be compounded by the presence of bone metastases.	0
197123	"Vasomotor instability, which is manifested by hot flashes."	0
197124	"Gynecomastia, decreased body hair, and smaller penile and/or testicular size."	0
197125	Fatigue or lack of energy.	0
197126	Behavioral and neurologic effects.	0
197127	Cardiovascular and metabolic abnormalities.	0
197128	"Although these side effects are potentially significant, they should not preclude the use of ADT in appropriate clinical settings."	0
197129	The optimal time to initiate systemic therapy is uncertain.	0
197130	Hormone therapy for disseminated prostate cancer is not curative and immediate therapy has not been shown to prolong survival compared with delayed therapy.	0
197131	"Furthermore, treatment-related side effects can adversely affect quality of life."	0
197132	"In the setting of patients with overt metastatic disease, several randomized trials and a meta-analysis found that immediate compared to delayed ADT was associated with a statistically significant decrease in prostate cancer-related death although there was no overall survival benefit."	1
197133	The optimal timing for the initiation of ADT for patients with a rising serum PSA is controversial.	1
197134	Proponents of early treatment argue that this approach can delay disease progression and may prolong survival.	0
197135	Others contend that treatment is best deferred until clinical metastases or symptoms develop since there is no consistent evidence for a significant survival benefit with ADT in this setting.	0
197136	"Patients who have evidence of disease progression (eg, increase in serum PSA, new clinical metastases, progression of existing metastases) while being managed with ADT are considered to have castrate resistant disease."	1
197137	The presence of castrate resistant disease does not imply that disease is totally independent of androgens and resistant to further therapies directed at the androgen stimulation of tumor growth.	0
197138	"For patients whose initial ADT was a medical orchiectomy (GnRH agonist or antagonist), such treatment should be continued even when additional systemic treatment is initiated."	1
197139	"Prostate cancer can have a long natural history, and its management may require the sequential use of multiple treatment options."	0
197140	Factors to consider in sequencing these options are discussed separately.	0
197141	"An improved understanding of the role of androgens in stimulating the growth of prostate cancer has lead to the development of abiraterone and enzalutamide, both of which have significantly improved overall survival compared with placebo in phase III trials in patients with castrate resistant prostate cancer."	1
197142	"There are no data on the activity of enzalutamide in patients who have previously been treated with abiraterone, nor are there data on the activity of abiraterone after treatment with enzalutamide."	1
197143	"Androgens produced in the testis can cause ""autocrine/paracrine"" signaling that results in tumor progression."	0
197144	"Abiraterone is an orally administered small molecule that irreversibly inhibits the products of the CYP17 gene (including both 17,20-lyase and 17-alpha-hydroxylase)."	0
197145	"In doing so, abiraterone blocks the synthesis of androgens in the tumor as well as in the testis and adrenal glands."	0
197146	Patients treated with abiraterone are at risk for adrenal insufficiency and require concurrent steroid replacement therapy.	1
197147	"In two phase III trials, abiraterone plus prednisone prolonged overall survival compared with prednisone alone in men who had previously been treated with docetaxel and in those who were chemotherapy naive."	0
197148	Abiraterone is approved for patients who have metastatic castrate resistant prostate cancer.	1
197149	"Abiraterone is generally well tolerated, although fluid retention, hypokalemia and hypertension may require treatment."	0
197150	Abiraterone has not been studied in patients who have previously been treated with enzalutamide.	1
197151	"Enzalutamide is an orally administered agent that acts at multiple sites in the androgen receptor signaling pathway, including blocking the binding of androgen to the androgen receptor, inhibition of nuclear translocation of the androgen receptor, and inhibition of the association of the androgen receptor with nuclear DNA."	0
197152	"Unlike abiraterone, concurrent treatment with steroids is not required."	0
197153	"In a phase III trial in men who had received prior docetaxel-based chemotherapy, enzalutamide significantly increased median survival compared with placebo."	0
197154	A second phase III trial is evaluating enzalutamide in chemotherapy naive patients (NCT01212991).	0
197155	"Treatment with enzalutamide has rarely been associated with seizures, and its use is contraindicated in patients with a seizure disorder."	1
197156	"Enzalutamide is approved for men with metastatic, castration-resistant prostate cancer who have received treatment with docetaxel."	0
197157	There are no data on the efficacy of enzalutamide in men who have previously been treated with abiraterone.	1
197158	"Older secondary endocrine treatment options include the addition of antiandrogens to patients treated with a GnRH antagonist alone or with surgical orchiectomy, withdrawal of antiandrogen therapy for patients who have been on an antiandrogen, suppression of adrenal androgen production with ketoconazole or steroids, and estrogens or progesterones."	1
197159	"Overall response rates, generally based upon changes in serum PSA, vary from 20 to 60 percent, and responses tend to be of relatively short duration."	0
197160	"Specific secondary endocrine treatment approaches generally have not been compared with each other in large randomized trials, nor has a survival benefit been demonstrated with these approaches."	0
197161	"However, the sequential use of such endocrine treatments prior to switching to chemotherapy often is preferred because of the generally less severe side effects."	0
197162	These alternative approaches may be used immediately after ADT in patients who have evidence of slow progression as manifested only by an increasing PSA or have asymptomatic metastases.	1
197163	Secondary endocrine approaches may also have a role after chemotherapy in the later phases of disease when there are no other treatment options.	0
197164	"Antiandrogens block the effects of circulating androgens with fewer adverse effects (hot flashes, loss of libido, impotence) than are associated with surgical or medical castration."	0
197165	Antiandrogens may be useful in patients whose initial ADT included either medical orchiectomy with a GnRH alone or surgical orchiectomy.	1
197166	"There is incomplete cross-resistance between antiandrogens, and substitution of one antiandrogen for another occasionally is useful."	0
197167	"Available nonsteroidal antiandrogens include flutamide, bicalutamide, and nilutamide."	0
197168	The steroidal antiandrogen cyproterone acetate is approved for this indication outside the United States.	0
197169	"The so-called ""antiandrogen withdrawal syndrome"" refers to a decline in serum PSA that is sometimes observed following the withdrawal of an antiandrogen in men who had progressed while being managed with complete androgen blockade."	0
197170	"Approximately 20 percent of men progressing after complete androgen blockade have a PSA or ""biochemical"" response when antiandrogens are withdrawn, and some experience symptomatic or objective improvement."	0
197171	"For men who have progressed while on complete androgen blockade, the first therapeutic maneuver is the discontinuation of the antiandrogen."	0
197172	Other therapy generally should not be initiated until adequate time has elapsed to assess for a possible withdrawal response.	0
197173	Ketoconazole is an antifungal agent that inhibits adrenal androgen synthesis.	0
197174	Ketoconazole also has a direct cytotoxic effect on prostate cancer cells.	0
197175	Serum testosterone levels decline to castrate levels within 24 hours and antitumor efficacy is rapid.	0
197176	"Adverse effects (nausea and vomiting, skin rash, fatigue, asthenia) and drug interactions may limit the use of ketoconazole in some patients."	0
197177	"Glucocorticoids (eg, prednisone, dexamethasone, hydrocortisone) reduce pituitary production of ACTH, resulting in suppression of adrenal steroidogenesis, including adrenal androgens."	0
197178	Several studies have shown significant subjective and objective improvement in men with castrate-resistant prostate cancer who receive glucocorticoids.	0
197179	"Estrogens inhibit the release of gonadotropin releasing hormone (GnRH) from the hypothalamus, thus suppressing pituitary luteinizing hormone release and thereby reducing testicular production of testosterone."	0
197180	Diethylstilbestrol (DES) is no longer used at a dose of 5 mg/day in men with prostate cancer because of the increased risk of cardiovascular disease.	1
197181	"However, DES at a dose of 1 mg/day is useful in some patients."	0
197182	Other estrogen preparations and progesterones also may have a role in occasional patients.	0
197183	Sipuleucel-T is a dendritic cell vaccine that is prepared from peripheral blood mononuclear cells obtained by leukapheresis.	0
197184	"These cells are exposed ex vivo to a novel recombinant protein immunogen, which consists of prostatic acid phosphatase (PAP) fused to human granulocyte macrophage colony-stimulating factor."	0
197185	These activated cells are then infused back into the patient approximately three days after the original harvesting.	1
197186	"In randomized trials, sipuleucel-T prolonged overall survival compared with placebo in men with minimally symptomatic, metastatic prostate cancer."	0
197187	There are no data on the effectiveness of sipuleucel-T in men whose only evidence of disease is an elevated PSA or in those with symptomatic metastatic disease.	0
197188	"Treatment is contraindicated in patients who are on steroids or opioids for cancer-related pain, and should be used with caution in patients with liver metastases."	1
197189	"Although sipuleucel-T prolonged overall survival, it did not significantly increase progression-free survival or affect the serum PSA."	0
197190	Thus assessing the impact of therapy on an individual patient can be difficult or impossible.	0
197191	Taxanes are the only cytotoxic chemotherapy agents that significantly prolonged overall survival in clinical trials in men with castrate-resistant prostate cancer.	0
197192	Docetaxel (75 mg/m2 given every three weeks in combination with daily prednisone (5 mg twice a day) significantly prolonged overall survival compared with mitoxantrone plus prednisone in the TAX 327 phase III trial.	0
197193	"Based upon those results, docetaxel plus prednisone has become the standard initial regimen when chemotherapy is indicated for castrate resistant prostate cancer."	0
197194	Docetaxel causes significant myelosuppression and requires premedication to minimize the risk of infusion reactions.	0
197195	Therapy with prednisone is also required in combination with docetaxel.	0
197196	Contraindications include underlying hepatic dysfunction or compromised bone marrow function.	0
197197	Cabazitaxel is a synthetic taxane derivative developed to have activity in patients who progressed after treatment with docetaxel.	1
197198	"In a phase III trial, cabazitaxel plus prednisone significantly increased survival compared with mitoxantrone plus prednisone in men whose disease had progressed on docetaxel."	0
197199	Cabazitaxel can cause significant myelosuppression and requires premedication to minimize the risk of infusion reactions.	0
197200	Therapy with prednisone is also required in combination with docetaxel.	0
197201	Contraindications include underlying hepatic dysfunction or compromised bone marrow function.	0
197202	Mitoxantrone was the first chemotherapy agent approved for use in men with castrate resistant prostate cancer.	0
197203	"Mitoxantrone was approved based upon improvement in symptoms, and not a prolongation of survival."	0
197204	Its use now is restricted to patients requiring chemotherapy who have progressed on or are not candidates for taxane chemotherapy.	1
197205	Radium-223 is an alpha particle emitting radiopharmaceutical.	0
197206	"Radium is a bone-seeking element, and radium-223's radioactive decay allows the deposition of high energy radiation over a much shorter distance than with beta-emitting radioisotopes, thus minimizing toxicity to normal bone marrow and to other organs."	0
197207	"In a phase III trial, treatment with radium-223 was well tolerated, decreased skeletal related complications (pathologic fractures, epidural spinal cord compression, need for external beam radiation therapy), and significantly improved overall survival in patients with two or more bone metastases and no known visceral metastases."	1
197208	"Because of its mechanism of action, its use is limited to patients who have symptomatic bone metastases without other clinically significant sites of disease."	1
197209	Radium-223 is currently available only through an expanded access protocol for patients who have with symptomatic bone metastases who are not candidates for chemotherapy (NCT01516762).	1
197210	Surveillance strategies during treatment for disseminated prostate cancer are discussed separately.	0
197211	A variety of markers are being studied for their ability to identify subsets of patients with advanced prostate cancer who have significantly different prognosis.	1
197212	The most extensive data come from analyses of circulating tumor cells (CTCs);	0
197213	"more recently, studies have looked at gene expression profiles."	0
197214	"Ultimately, these different approaches may be combined."	0
197215	"Currently, these studies cannot be used in individual patients."	0
197216	Circulating tumor cells (CTCs) producing PSA can be detected in the systemic circulation of men with prostate cancer.	0
197217	The impact of CTCs on prognosis was prospectively assessed using the CellSearch assay in the phase III trial comparing abiraterone plus prednisone with placebo plus prednisone in men with castration-resistant metastatic prostate cancer who had progressed on docetaxel chemotherapy.	0
197218	CTCs were measured in 972 of 1195 patients either at baseline and serially thereafter.	1
197219	Median overall survival was significantly longer in those with baseline CTCs <5 compared with those with CTCs >=5 (22.1 versus 10.9 months in those assigned to abiraterone and 19.7 versus 8.2 months in those assigned to placebo).	0
197220	"Among patients with a CTCs >=5 at baseline, significantly more patients treated with abiraterone had a decrease in CTC level to <5 compared with placebo (48 versus 17 percent at 12 weeks)."	1
197221	"Similarly, the level of CTCs was prognostic for overall survival in a second correlative study in 238 patients randomly assigned to treatment with docetaxel or docetaxel plus atrasentan."	1
197222	The significance of circulating prostate cancer cells in men at the time of their initial diagnosis is discussed elsewhere.	0
197223	Multiple studies have looked at the use of gene expression panels as a way to identify patient subsets with differing prognoses.	1
197224	"In one report, a six gene panel was initially developed in a group of 62 men with castrate resistant prostate cancer."	0
197225	The prognostic utility was then validated in an independent cohort of 138 patients.	0
197226	"The use of the panel was able to divide this cohort into low and high risk groups, with median survivals of 9.2 and 18.5 months, respectively."	0
197227	"In another study, a nine-gene was assessed in a two step process."	0
197228	A patient subset (LPD1) was identified from the initial study.	1
197229	"In the validation cohort, this panel found that those in this subset had a significantly poorer prognosis (median overall survival 11 versus 26 months)."	0
197230	"For patients with castrate resistant disease in whom small cell cancer is suspected, biopsy is indicated whenever possible."	1
197231	"If the biopsy confirms that the tumor is a small cell malignancy, chemotherapy with a small cell regimen is indicated."	0
197232	Osteoblastic metastases to the axial skeleton are the predominant site of metastases in most men with prostate cancer.	1
197233	"These lesions are frequently symptomatic and can cause pain, functional impairment, and debility."	0
197234	"The goals of treatment are to relieve pain, improve mobility, and prevent complications such as pathologic fractures or epidural spinal cord compression."	0
197235	"Systemic antitumor therapy may alleviate symptoms from bone metastases, but other treatments may also be needed."	0
197236	"External beam RT - External beam RT is indicated for men with either a single or a few focally symptomatic bone metastases, when pain cannot be controlled with moderate analgesics."	1
197237	"Local field RT provides some benefit in 80 to 90 percent of cases, and 50 to 60 percent have complete relief of symptoms."	0
197238	"Repeated use of palliative RT, especially when given to areas encompassing much of the active marrow, can cause bone marrow suppression, which may impair quality of life and limit the use of palliative chemotherapy."	0
197239	Radiopharmaceuticals - The alpha-particle emitting radiopharmaceutical radium-223 decreases bone pain and delays or prevents the complications of bone metastases.	0
197240	"The beta-particle emitting radioisotopes samarium-153 (153Sm) and strontium-89 (89Sr) have been used for palliative treatment of patients with multifocal, painful osteoblastic bone metastases and those with persistent or recurrent pain despite receiving external beam RT to maximal normal tissue tolerance."	1
197241	"However, the role of these agents is less clear with the development of alpharadin."	0
197242	"For men with bone metastases, the use of an osteoclast inhibitor (denosumab, zoledronic acid) is an important adjunct to reduce the risk of skeletal complications of bone metastases.(See."	1
197243	The presence of pain in men with advanced prostate cancer should prompt immediate and aggressive management with analgesics while local or systemic treatments that directly address the cause of the pain are pursued.	1
197244	"The use of nonopioid analgesics, opioids, and analgesic adjuvants is discussed elsewhere."	0
197245	Advanced prostate cancer can cause pelvic symptoms that significantly impair quality of life.	0
197246	"These include lower urinary tract symptoms, pelvic pain, hematuria, and obstructive rectal symptoms."	0
197247	Systemic therapy is the primary approach for the control of such symptoms.	0
197248	"Although there are no prospective clinical studies in patients with castrate-resistant prostate cancer, retrospective series indicate that RT may be useful for symptom palliation."	1
197249	"As an example, in one series 58 men were treated with 20 Gy in five fractions."	0
197250	"Four months after RT, 31 of 35 patients (89 percent) had complete resolution of symptoms."	1
197251	"In a second series, a more protracted RT schedule (2 Gy fractions, median dose 60 Gy) gave similar results."	0
197252	"UpToDate offers two types of patient education materials, ""The Basics"" and ""Beyond the Basics."""	0
197253	"The Basics patient education pieces are written in plain language, at the 5th to 6th grade reading level, and they answer the four or five key questions a patient might have about a given condition."	0
197254	"These articles are best for patients who want a general overview and who prefer short, easy-to-read materials."	1
197255	"Beyond the Basics patient education pieces are longer, more sophisticated, and more detailed."	0
197256	These articles are written at the 10th to 12th grade reading level and are best for patients who want in-depth information and are comfortable with some medical jargon.	1
197257	Here are the patient education articles that are relevant to this topic.	0
197258	We encourage you to print or e-mail these topics to your patients.	0
197259	"(You can also locate patient education articles on a variety of subjects by searching on ""patient info"" and the keyword(s) of interest.)."	0
197260	Basics topics.	0
197261	Beyond the Basics topics.	0
197262	"Although most men with prostate cancer are diagnosed and successfully treated while disease is localized, some will present with or subsequently develop disseminated disease."	1
197263	This is often manifested initially by an increasing PSA in patients who are being closely followed for evidence of recurrence after definitive treatment.	1
197264	"In other cases, however, overt metastatic disease may be present when the patient is first diagnosed or at some time after definitive treatment for locoregional disease."	0
197265	The same treatment options are generally used for men with overt metastases and those whose only evidence of disease is an elevated or rising serum PSA.	0
197266	Previously untreated prostate cancer generally is dependent upon androgen for its continued growth.	0
197267	This observation provides the basis for androgen deprivation therapy (ADT) as the initial systemic therapy.	0
197268	Treatments targeting androgenic stimulation of the tumor are also used in several subsequent treatment modalities.	0
197269	We recommend initial treatment with either medical or surgical orchiectomy (androgen deprivation therapy [ADT]) to suppress serum testosterone levels for all patients requiring systemic therapy.	1
197270	"This approach replaced estrogen therapy, which was associated with increased cardiovascular toxicity in randomized trials."	0
197271	Other modalities that have been shown to prolong survival in men with castrate resistant disease have not been evaluated as initial therapy and are not indicated in this setting.	1
197272	"The optimal timing for therapeutic intervention depends upon the extent of disease as well as patient specific factors: For men with overt metastases, we suggest early treatment with ADT rather than delayed treatment."	0
197273	"This approach has been shown to delay prostate cancer related deaths, but has not been shown to improve overall survival."	0
197274	"For men whose only evidence of disseminated disease is an elevated or rising PSA following definitive locoregional therapy, the optimal timing for initiation of ADT is more problematic and involves a consideration of the prolonged natural history of the disease as well as patient specific factors including age and personal preferences."	0
197275	Castrate resistant prostate cancer is defined by the occurrence of disease progression after surgical or medical orchiectomy.	0
197276	The presence of castrate resistant disease does not imply that disease is totally independent of androgens and resistant to further therapies directed at blocking androgen stimulation.	0
197277	ADT should be continued when additional systemic therapy is used in men with castrate resistant disease.	0
197278	"For men with castrate resistant prostate cancer, we recommend that therapy sequentially incorporate modalities that have been demonstrated to improve overall survival, and the choice of therapy should be guided by the patient population studied in clinical trials."	0
197279	"Potential options include interference with androgenic stimulation of tumor growth ( abiraterone, enzalutamide), sipuleucel-T, taxane chemotherapy (docetaxel, cabazitaxel), and radium-223."	0
197280	"Older approaches that may have a role in selected cases include antiandrogens, antiandrogen withdrawal, suppression of adrenal steroidogenesis with ketoconazole or steroids, estrogens, and progesterones."	0
197281	"Factors that should be considered include the site and extent of disease, rate of disease progression, symptomatology, comorbidities, rate of disease progression, regulatory status and availability of the modality, side effects of the treatment, and contraindications."	0
197282	Osteoblastic lesions in the axial skeleton are the predominant site of metastases in the majority of cases.	0
197283	"For men with bone metastases, the use of an osteoclast inhibitor is an important adjunct to systemic therapy to reduce the risk of skeletal complications (pathologic fracture, epidural spinal cord compression)."	1
197284	"In addition, external beam radiation or radiopharmaceuticals may provide important symptom palliation for men with severe pain at one or more sites due to bone metastases."	0
198310	The treatment of rheumatoid arthritis (RA) is directed toward the control of synovitis and the prevention of joint injury.	0
198311	"In patients whose condition is resistant to an initial course of treatment with disease-modifying antirheumatic drugs (DMARDs), such as methotrexate, timely adjustments in the treatment regimens are required to achieve effective disease control and to prevent damage to the joints."	1
198312	"Support for an early aggressive approach to treatment is based upon the observations that joint damage, which may ultimately result in disability, begins early in the course of disease and that the longer that disease activity persists, the less likely the patient is to respond to therapy."	0
198313	Improved outcomes have resulted from the use of potent and well-tolerated nonbiologic (traditional) and biologic DMARDs used alone and in combination to induce and maintain tight control of disease.	0
198314	These medications and strategies have the potential to control synovitis and to slow or even stop radiographic progression.	0
198315	The treatment of active RA resistant to initial DMARD therapies in adults will be reviewed here.	0
198316	"The details of many of the clinical trials upon which this approach is based, the general principles of the management of RA, the initial treatment of RA, and the approach to RA patients with severe structural damage are presented separately."	1
198317	There are several general principles that are important in the management of all patients with RA.	1
198318	"Briefly, these include: Achievement and maintenance of tight control of disease activity, defined as remission or a state of low disease activity, without compromising safety."	0
198319	Treatment of all patients diagnosed with RA with DMARD therapy.	1
198320	"Use of antiinflammatory therapies, including nonsteroidal antiinflammatory drugs (NSAIDs) and glucocorticoids, to help control symptoms until DMARDs take effect."	0
198321	"Evaluation and ongoing care by an expert in the treatment of RA, typically a rheumatologist."	0
198322	These principles are discussed in detail elsewhere.	0
198323	It is important to determine whether joint symptoms in patients with persistently symptomatic RA are due to active inflammatory arthritis or are the result of structural damage that is unlikely to respond to antiinflammatory drugs and to nonbiologic or biologic DMARDs.	1
198324	Resistance to initial DMARD therapy is defined as one of the following: Failure to achieve remission or low disease activity within three to six months of initiating methotrexate (MTX) or other DMARD therapy in maximally tolerated doses within the usual therapeutic range.	0
198325	"A requirement, in addition to DMARDs, for chronic glucocorticoid therapy in a dose of greater than about 5 to 7.5 mg/day of prednisone or equivalent to achieve or maintain remission or low disease activity after three to six months of treatment with DMARDs."	0
198326	"A requirement for multiple courses with glucocorticoids, in excess of doses used for chronic therapy, for the treatment of recurrent disease flares in patients whose medication doses have been increased to the maximally tolerated or acceptable level."	1
198327	"Resistance or an inadequate response to subsequent DMARD therapy may be defined similarly, depending upon the treatment goals in an individual patient."	0
198328	"A number of nonpharmacologic measures and other medical interventions are important in the comprehensive management of RA, in addition to antiinflammatory and antirheumatic drug therapies."	0
198329	"These interventions, including patient education, vaccinations, and others, are discussed in detail elsewhere."	0
198330	"In patients resistant to initial therapy with DMARDs, we either add additional DMARDs or switch the patient to a different DMARD or DMARD combination, while also treating the active inflammation with antiinflammatory drug therapy."	1
198331	The choice of DMARD therapy in patients resistant to initial DMARD treatment depends largely upon the responses to the specific medications that have been used previously.	1
198332	"It is also influenced by patient preferences, especially for oral versus parenteral administration;"	0
198333	by regulatory or insurance limitations on drug choice;	0
198334	by comorbidities;	0
198335	and by cost to the patient.	0
198336	A choice among these agents is dependent upon the initial DMARD therapy and upon disease activity.	0
198337	"Briefly, we generally take the following approach: In patients treated for mildly active disease who have not responded adequately to initial therapy with hydroxychloroquine (HCQ) or sulfasalazine (SSZ) within three to six months, we add an alternative DMARD, usually methotrexate (MTX), or we administer ""triple therapy"" with HCQ, SSZ, and MTX."	1
198338	"In patients who have not achieved treatment goals after three to six months of MTX, we generally treat with MTX plus a tumor necrosis factor (TNF) inhibitor, particularly in patients with high levels of disease activity or with adverse prognostic features."	1
198339	Abatacept may be used as an alternative to a TNF inhibitor.	0
198340	Triple therapy is an acceptable alternative to MTX plus a TNF inhibitor.	0
198341	"In patients who do not achieve a satisfactory response with this combination within three to six months, we discontinue SSZ and HCQ and continue to administer MTX while adding a TNF inhibitor."	1
198342	"In patients who do not respond adequately to therapy with MTX plus an initial TNF inhibitor within three to six months, we generally switch to a different TNF inhibitor and continue therapy with MTX."	1
198343	"In patients who do not respond adequately to the therapies above, including MTX and trials of two TNF inhibitors, we use abatacept, tocilizumab, rituximab, or tofacitinib in place of the TNF inhibitor."	1
198344	"Importantly, we do NOT recommend combinations of biologic DMARDs, such as anakinra and a TNF inhibitor, or the combination of abatacept with either a TNF inhibitor or anakinra."	0
198345	"These regimens are associated with an increased frequency of severe adverse effects, particularly serious infections, compared with combinations of a nonbiologic and biologic DMARD."	0
198346	"A number of important precautions should be taken before using DMARDs, including laboratory assessment (complete blood count, serum creatinine, aminotransferases, and other studies as indicated), evaluation of comorbidities, vaccinations, and screening for hepatitis C, hepatitis B, and latent tuberculosis infection."	0
198347	Precautions relevant to the use of each new agent being prescribed should be reviewed before initiating such therapy to confirm that all appropriate measures have been performed.	0
198348	A chest radiograph should be obtained prior to initiating treatment with methotrexate.	0
198349	These issues are discussed in detail elsewhere.	0
198350	The approach to patients resistant to initial DMARD therapy depends upon the treatment the patient has already been given.	1
198351	"In patients with only mildly active disease when DMARDs were initiated, hydroxychloroquine (HCQ) or sulfasalazine (SSZ) may have been started, and the patient may not have received methotrexate (MTX)."	1
198352	"The next step at this point is starting MTX, either in place of or in addition to these agents."	0
198353	"In patients who have already been treated with MTX, combination therapy of MTX with a biologic DMARD or additional nonbiologic DMARDs is the next step."	1
198354	"In patients resistant to three to six months of therapy with hydroxychloroquine (HCQ) or sulfasalazine (SSZ)for initially mildly active disease, we suggest adding an alternative DMARD, usually methotrexate (MTX);"	1
198355	the approach in these patients is generally similar to that for patients with moderately to severely active disease presenting for initial DMARD therapy.	1
198356	"An acceptable alternative would be treatment with a combination of HCQ, SSZ, and MTX, termed ""triple therapy."""	0
198357	"A therapeutic trial of greater than three months is generally used in patients with partial responses showing progressive improvement, particularly in those in this group with low levels of disease activity and with limited functional impairment."	1
198358	We prefer MTX over alternative nonbiologic and biologic DMARDs in such patients for several reasons.	0
198359	"MTX typically serves as the ""anchor"" drug for the most commonly used DMARD combinations."	0
198360	"Randomized head-to-head trials have found that MTX has a faster onset of action, has comparable or greater efficacy, has better long-term tolerance, and improves survival, compared with other nonbiologic DMARD monotherapy."	0
198361	Direct comparisons of MTX with TNF inhibitor monotherapy have also shown comparable benefit.	0
198362	"Additionally, those patients with an inadequate response to MTX can be quickly identified and subsequently treated prior to the development of irreversible injury."	1
198363	"There is also some evidence that risk may be greater with biologic agents, and, frequently, there are regulatory or cost barriers to the use of biologic therapies in patients who have not been treated with MTX."	1
198364	"Treatment with MTX is reviewed in detail separately, and the efficacy of such ""triple therapy"" with this DMARD combination is discussed in further detail below."	0
198365	"In patients resistant to MTX after three to six months of treatment at optimal doses, we suggest either the combination of continued MTX plus a tumor necrosis factor (TNF) inhibitor or the use of DMARD ""triple therapy"" with MTX plus sulfasalazine (SSZ) and hydroxychloroquine (HCQ), rather than monotherapy with another nonbiologic or biologic DMARD."	1
198366	"In patients with partial responses showing progressive improvement, we may continue therapy with MTX for greater than three months before switching to one of these approaches, particularly in those with low to moderate levels of disease activity and with limited functional impairment."	1
198367	"Abatacept, the T-cell costimulation blocker, is an alternative to TNF inhibitors for use in combination with MTX in patients with an inadequate response to MTX, but its use in this setting is supported by a smaller body of evidence than that for TNF inhibitor use."	1
198368	It can be administered intravenously or subcutaneously.	0
198369	Usual practice since TNF inhibitors came into clinical use beginning in the late 1990s has been to add a TNF inhibitor to MTX in patients with an inadequate response to MTX.	1
198370	"Abatacept and tocilizumab have each generally been used in practice only following inadequate responses to both MTX and TNF inhibitors, although both of these biologic agents are available for use in the US for patients who have not responded adequately to MTX alone;"	1
198371	"their respective efficacy in such patients is supported by evidence from randomized trials, which are described separately."	0
198372	"A further alternative for patients resistant to or unable to take MTX is leflunomide (LEF), an orally administered immunosuppressive agent, which may be used as monotherapy or in combination with either MTX or a TNF inhibitor."	1
198373	A number of treatment options are reasonable in patients with an inadequate response to methotrexate (MTX) therapy.	1
198374	"The choice of drug combinations in such patients depends upon a combination of factors, including the level of disease activity, patient preference for route of administration, the presence of adverse prognostic features, and regulatory and cost barriers to drug access."	0
198375	"We prefer combination therapy with MTX plus a TNF inhibitor (eg, adalimumab, etanercept, or infliximab), particularly in patients with high levels of disease activity or with adverse prognostic features."	1
198376	It may have a faster onset of action compared with DMARD triple therapy.	0
198377	"However, it requires subcutaneous injections or intravenous infusions, and regulatory or cost considerations may limit access."	0
198378	"We prefer triple therapy with MTX, sulfasalazine (SSZ), and hydroxychloroquine (HCQ) in patients for whom drug cost, regulatory restrictions on the use of biologic DMARDs, or preference for an oral agent that is not a biologic is an important factor."	1
198379	"In addition, concern regarding the risk of serious infections, the uncertain long-term increased risk of malignancy, and other possible adverse effects may influence clinician or patient preference for nonbiologic agents."	0
198380	"In those who do not achieve a satisfactory response with nonbiologic triple therapy within three to six months, we discontinue SSZ and HCQ and administer a TNF inhibitor with MTX."	0
